stock,date,title,label
CJJD,2015-06-11,Morning Market Gainers; China Jo-Jo Drugstores Shares +15% Premarket on Strong Online Sales Data; China Jo-Jo Drugstores Reports Online Sales Hit 90+% Growth in FY15,0
RST,2010-02-25,"Rosetta Stone, Inc. (RST) Reports Better-Than Expected Results For The Fourth-Quarter; Benzinga's After Hours Gainers (DECK, RMBS, RST, DD)",1
RENN,2012-08-23,"UPDATE: JP Morgan Reduces PT to $3.15 on Renren on Mixed Business Momentum  ; Deutsche Bank Maintains Renren at Sell, Lowers PT from $3.19 to $3.15",1
IVZ,2013-11-14,"UPDATE: Goldman Sachs Upgrades Invesco on Favorable Risk/Reward Dynamic; Goldman Sachs Upgrades Invesco Plc to Buy, Raises PT to $38.00",1
G,2017-11-07,"Genpact Sees FY17 Adj. EPS $1.59-$1.60 vs $1.56 Est., Sales $2.72B-$2.73B vs $2.69B Est.; Genpact Reports Q3 Adj. EPS $0.46 vs $0.39 Est., Sales $708.8M vs $685.53M Est.; Earnings Scheduled For November 7, 2017",1
CBG,2011-06-15,"Financial Stocks Plunging; S&P Sector Update: Telecommunications Leading (0.40%), Financials Lagging (1.30%)",0
G,2014-02-21,"UPDATE: Morgan Stanley Reiterates on Genpact Limited as Risk-Reward is Favorable After Pullback; Global Hunter Initiates Coverage on Genpact Limited at Neutral, Announces $30.00 PT; Morgan Stanley Maintains Overweight on Genpact Limited, Lowers PT to $18.00",1
RST,2015-06-22,UPDATE: Rosetta Stone 13D Filing Reveals Letter From Roumell To Board Of Directors; Roumell Asset Management Reports Passive Stake In Rosetta Stone of 5.5%,1
BPL,2017-08-04,"Buckeye Partners Reports Q2 EPS $0.80 vs $1.07 In Same Qtr. Last Year; Earnings Scheduled For August 4, 2017",0
HOS,2013-02-08,"UPDATE: Williams Financial Group Reiterates Buy Rating, Raises PT on Hornbeck Offshore Services on 4Q Beats; UPDATE: ISI Group Reiterates Strong Buy Rating, Raises PT on Hornbeck Offshore Services on EPS Beat, GOM Outlook; Johnson Rice Downgraded Hornbeck Offshore Services to Equalweight",2
CETV,2015-01-20,"Benzinga's Top Initiations; Goldman Sachs Initiates Central European Media With Neutral; Goldman Sachs Initiates Coverage on Central European Media at Neutral, Announces $2.80 PT",1
NRG,2015-10-16,"Benzinga's Top Initiations; SunTrust Robinson Humphrey Initiates Coverage on NRG Energy at Neutral, Announces $16.00 PT",0
JCI,2015-01-22,"UPDATE: Johnson Controls Posts Higher Q1 Profit; Johnson Controls Sees Q2 EPS $0.74-0.76 vs $0.76 Est; Johnson Controls Reports Q1 EPS from Cont. Operations $0.76 vs. $0.77 Est., Sales $10.67B; 10 Must Watch Stocks for January 22, 2015; Earnings Scheduled For January 22, 2015",1
CNX,2011-01-11,"Fast Money Picks For January 12th (RIO, VLO, PCX, CNX); 'Fast Money' Recap: Commodities Getting Frothy; Three Critical Energy ETFs To Trade In The Coming Weeks; Flooding Curbs Peabody Outlook - Analyst Blog; Flooding Curbs Peabody Outlook - Analyst Blog",2
AZN,2017-02-16,"After Merck Stops Study, What Remains Of The Alzheimer's Drug Pipeline?; Hearing AstraZeneca Holder Woodford Added to Holding on Recent Share Price Weakness",1
NAV,2010-12-01,"Top Performing Industries For December 1 (STD, NAV, BBVA, HOG); Jefferies Maintains Buy Rating on Navistar International (NAV)",1
JCI,2010-01-21,Johnson Controls (NYSE:JCI) Earnings Preview; Earnings Reports Scheduled For Friday,1
NKTR,2016-09-30,"Brean Likes Nektar Therapeutics' Upcoming Launches; Assumes Coverage At Buy; Brean Capital Assumes Nektar Therapeutics at Buy, Announces $23.00 PT",1
RENN,2014-01-24,"Market Wrap For January 24: Fear Is Back In The Markets; US Stock Futures Tumble; All Eyes On P&G, Honeywell Earnings; Renren Sells Remaining Stake In Nuomi to Baidu ",2
GGP,2010-04-01,General Growth Properties (GGP) To Emerge Independent From Bankruptcy ; Leon Cooperman on the Prospects for M&A,1
TM,2010-11-18,Could The GM IPO Signal A Top In Automakers? ; Ford Cuts Mazda Stake to 3.5% - Analyst Blog,1
TM,2011-09-06,Stocks Hitting 52-Week Lows; Market Update; Toyota Reports 14.9% Surge In August China Sales,1
NBL,2016-05-25,Benzinga's Top Upgrades; Sterne Agee Upgrades Noble Energy to Buy; Sterne Agee Upgrades Noble Energy to Buy,1
BIOA,2016-03-14,UPDATE: BioAmber Quarter Ended Rev. $1.11M vs. Est. $830K; BioAmber Reports Quarter Ended EPS $(0.40) vs. Est. $(0.35),2
GD,2012-09-10,General Dynamics Acquires Open Kernel Labs; Gulfstream G550 Receives Type Certificate from South Africa -Bloomberg,1
TM,2016-04-28,"CNBC's Bob Pisani Discusses Japanese ETFs Following Bank Of Japan's Meeting; Edmunds.com Sees 1.5M New Cars, Trucks Sold in Apr., Up 4.3%; SAAR 17.5M",1
PRGS,2015-01-14,Mid-Morning Market Update: Markets Drop; JPMorgan Posts Lower Earnings; Morning Market Losers,1
RUBI,2014-10-24,Morning Market Movers ; The Rubicon Project Q3 Revenue Up 60%; Beats Views,0
ETN,2017-10-17,"Bank of America Downgrades Eaton Corporation, PLC Ordinary Shares to Underperform; Buckingham Initiates Coverage On Eaton Corporation, PLC Ordinary Shares with Neutral Rating, Announces $82.00 Price Target",1
COF,2014-01-07,"UPDATE: Goldman Adds Capital One Shares to 'Conviction Buy' List; Goldman Sachs Upgrades Capital One Financial Corporation to Conviction Buy, Maintains $90.00 PT",1
DKS,2017-02-09,Benzinga's Option Alert Recap From February 9; Option Alert: Dicks Mar 52.5. Put: 2000 @  BID  $2.60; Option Alert: Dicks Mar 55.0 Calls: 5000 @  ASK  $2.00: 5006 traded vs 4071 OI:  Earnings 3/7 Before Open (est)  $52.84 Ref,2
DG,2016-08-31,"5 Biggest Price Target Changes For Wednesday; Benzinga's Top Downgrades; The Market In 5 Minutes: Despite Jump, The 'Fear Index' Still Trading At 52-Week Lows; Atlantic Equities Downgrades Dollar General to Neutral",0
WNS,2017-01-10,"WNS to Acquire Denali Sourcing Services for $40M; Loop Capital Initiates Coverage On WNS (Holdings) Limited Sponsored ADR (Jersey) at Buy, Announces $35.00 Target",0
LUB,2012-03-21,"UPDATE: Luby's Guides Same-Store Sales Up 1-2% in 2012; FY12 EPS $0.15-0.18 vs $0.16 Est, Had Seen $0.09-0.12 Est; Luby's Reports Q2 Earnings $(0.05) vs $(0.01) (1 Est); Same-Store Sales Up 2.2%; Boosts Forecast",0
PCH,2013-06-20,UPDATE: D.A. Davidson Upgrades Potlatch Corporation After Shares Fall Below Target; DA Davidson Upgrades Potlatch Corporation to Neutral,1
GD,2011-11-17,"End-of-Day Market Summary for November 17, 2011; General Dynamics Awarded $395 Million for Egyptian Abrams Tank-Related Work",0
JWN,2014-04-07,"Credit Suisse Maintains Neutral on Nordstrom, Inc., Raises PT to $65.00; Credit Suisse Maintains Outperform on Marriott International, Raises PT to $60.00",0
INXN,2016-01-28,"Benzinga's M&A Chatter for Thursday January 28, 2015; Hearing Dealreporter Says Digital Realty Trust Considering Acquisition of Interxion",2
NRG,2012-09-24,"NRG Energy Announces Redemption of Its Outstanding 7.375% Senior Notes Due 2017 ; Citigroup Maintains NRG Energy at Neutral, Raises PT from $17 to $24",1
TM,2011-05-16,"Hybrid Vehicles And Cloud Computing Join Forces (TM, MSFT); Judge Rules that Consumers May Pursue Lawsuit Against Toyota; Berlin Doubles Subsidies For Electric Vehicles -Dow Jones",1
OSN,2011-04-13,"Morning Market Movers (ZOOM, EROCW, OSN, GRM); Ossen Innovation Guides FY 2010 EPS $0.75 Vs. $0.92; Revenues $117.6M Vs. $120M Est. (OSN); Ossen Innovation Reports FY 2010 Preliminary EPS of $0.75",2
CETV,2014-03-13," Sandhu Parm Acquires 50,000 CETV Shares -Form 4; CETV Spikes Higher",2
NBL,2010-12-29,"Small Caps Move Impressive  12-29-2010; Adding Yield to Your Porfolio - Muni Bonds  12-29-2010; Market Update (TOT, NBL, SHLD, SNIC, AIG, MS, GS); Noble Energy Stock Jumps on Big Gas Find; Noble Energy Announces Significant Discovery in Israel ",1
NBL,2017-10-30,"Noble Energy Reaffirms Q4 Sales Volume Guidance In 380-390 MBoe/Day Range; Noble Energy Reports Q3 Adj. EPS $(0.02) vs $(0.13) Est., Sales $960M vs $945.5M Est.",1
CHSP,2016-03-03,Wells Fargo Downgrades Chesapeake Lodging Trust to Market Perform; RBC Capital Downgrades Chesapeake Lodging Trust to In-line,1
FISV,2013-01-15,"Goldman Sachs Maintains Neutral on Fiserv, Inc., Lowers PT to $81.00; Citigroup Maintains Neutral on Fiserv, Inc., Raises PT to $89.00; Stephens & Co. Downgrades Fiserv, Inc. to Equalweight, Raises PT to $90.00; First Analysis Downgrades Fiserv, Inc. to Equalweight; Credit Suisse Maintains Underperform on Fiserv, Inc., Raises PT to $79.00",2
GGP,2011-03-15,General Growth Properties Releases Bankruptcy Bonuses (GGP); General Growth Properties Up 2% (GGP) ; Goldman Sachs Reiterates Buy Rating On General Growth Properties,2
TCS,2014-07-08,Container Store Group Lowers FY2014 Sales Guidance from $827.0M-837.0M to $820.0M-830.0M vs $831.0M Est; Container Store Group Sees FY2014 EPS $0.49-0.54 vs $0.57 Est; Container Store GroUp Reports Q1 EPS of $(0.07) vs $(0.06) Est; Revenue of $173.40M vs $174.21M Est,0
RUBI,2016-05-03,"Rubicon Sees FY16 Sales $275M-$295M vs $293M Est., Adj. EPS $0.75-$0.85 vs $0.75 Est.; Rubicon Sees Q2 Sales $61M-$64M vs $66M Est., Adj. EPS $0.08-$0.10 vs $0.10 Est.; Rubicon Projects Reports Q1 Adj. EPS $0.31, Sales $63.6M vs $59.4M Est.",1
AGEN,2016-03-11,NOTE: Agenus Chairman Reported 200K Share Buy in Form 4 Filing on March 8; Agenus Spikes to High of $4.05; May be Attributed to Upgrade at Maxim With $7 PT,2
EGO,2012-11-02,"UPDATE: Morgan Stanley Initiates Eldorado Gold at Overweight ; Morgan Stanley Initiates Coverage on Eldorado Gold at Overweight, Announces PT of $19",0
AEG,2016-06-29,Stocks Hitting 52-Week Lows; Benzinga's Top Downgrades; The Market In 5 Minutes: Swoosh And A Miss; Barclays Downgrades Aegon to Underweight,1
TM,2010-04-13,Sirius Chart Banging Its Head On The $1.00 Mark (NASDAQ:SIRI); Consumers Warned Not To Buy Toyota (TM) Lexus GX 460 SUV,1
RGLD,2016-04-27,"Royal Gold Announces 21% Increase in Attributable Reserves; Royal Gold Reports Q3 Adj. EPS $0.29 vs $0.27 Est., Sales $93.5M vs $97.3M Est.",1
CPST,2014-03-11,"Mid Morning Gainers for March 11th, 2014; Morning Market Movers ; Benzinga's Top #PreMarket Gainers",1
JCI,2017-08-21,"8-K From Johnson Controls Shows Mgmt. Decided To Accelerate Transition Of Roles Of Chair, CEO To Effective Date Of Sept. 1, 2017; Johnson Controls COO George Oliver TO Succeed Alex Molinaroli As Chairman And CEO On Sept. 1st, 2017",2
JWN,2012-11-26,"JW Nordstrom Spokesperson Declines Comment on Rumors, Price Movement, Says No Company News Today; Hearing Mosaic Negative on JW Nordstrom; Nordstrom Shares Plunge Below $55, $54 Levels, Down ~5%; JW Nordstrom Spikes Lower",0
MINI,2013-02-25,"UPDATE: Oppenheimer Raises PT to $29 on Mobile Mini on Improved Execution and Environment; Oppenheimer Maintains Outperform on Mobile Mini, Inc., Raises PT to $29.00",1
CNX,2010-06-08,"Patriot Coal Seeking A Bidder?; Goldman Positive on Select Coal Names (ANR, CNX, BTU)",2
FENG,2012-08-15,UPDATE: CICC Downgrades Phoenix New Media Limited to Hold on Persisting Margin Pressure  ; CICC Downgrades Phoenix New Media Limited from Buy to Hold,1
MINI,2017-10-20,"Mobile Mini Reports Q3 Adj. EPS $0.27 vs $0.32 Est., Sales $136.6M vs $133.6M Est.; Earnings Scheduled For October 20, 2017",1
TM,2010-04-09,"Stock Market News – Citigroup (NYSE:C), Bank of America (NYSE:BAC), Goldman Sachs (NYSE:GS), Morgan Stanley (NYSE:MS), Chevron (NYSE:CVX); Stock Market News – Citigroup (NYSE:C), Bank of America (NYSE:BAC), Goldman Sachs (NYSE:GS), Morgan Stanley (NYSE:MS), Chevron (NYSE:CVX); Top 5 Stocks In The Consumer Goods Sector With The Highest Cash (TM, F, PC, HMC, KO) ",1
KEY,2017-07-21,"Benzinga's Top Upgrades, Downgrades For July 21, 2017; The Market In 5 Minutes; DA Davidson Upgrades KeyCorp to Buy",0
ZGNX,2015-03-11,Morning Market Losers; Benzinga's Top #PreMarket Losers; William Blair Downgrades Zogenix to Market Perform,0
TM,2016-11-01,"October's U.S. Auto Sales: Most Disappoint, But Mitsubishi And Hyundai Buck The Trend; Toyota's U.S. October Sales Fell 8.7% From A Year Ago; Toyota US Auto Sales Down 8.7% in Oct.; Nerves Start To Fray Ahead Of Election As Investors Scramble For Protection; The Auto Industry Has An Affordability Issue",1
SNY,2016-08-22,"5-Month Timeline: A Look Back At Medivation's Takeover Story; Must Watch Stocks for August 22, 2016",1
ACGL,2011-02-14,"Arch Capital Group Ltd. Reports 2010 Fourth Quarter Results; Earnings Scheduled For February 14 (MAS, MAR, DBD, A, MGM, SKH, CW, VAL, FTI, AEIS, ACGL, CNGL, ASF)",1
IVZ,2012-06-12,"UPDATE: Citigroup Lowers PT to $27 on Invesco on Sluggish Flows  ; Citigroup Lowers PT on Invesco Ltd. from $28.50 to $27, Maintains Buy",1
HOS,2015-02-03,"Credit Suisse Downgrades Offshore Service Vessel Names; Benzinga's Top Downgrades; Credit Suisse Downgrades Hornbeck Offshore To Neutral; Credit Suisse Downgrades Hornbeck Offshore to Neutral, Lowers PT to $18.00",2
RENN,2013-05-15,"UPDATE: Oppenheimer Downgrades Renren to Perform on Mixed Factors; Oppenheimer Downgrades Renren Inc. to Perform, Removes $(aN) PT",0
HALO,2016-06-08,"UPDATE: Halozyme Raises '16 Year-End Cash Balance Outlook from $150M-$170M to $170M-$190M; Halozyme Reports Deal to Refinance Debt, Raises '16 Outlook for Year-End Cash Balance",1
LUB,2014-12-17,"Luby's Reports Q1 EPS of $(0.07) vs $(0.06) Est; Revenue of $86.90M; Earnings Scheduled For December 17, 2014",2
AVY,2012-10-22,"UPDATE: Topeka Capital Markets Initiates Coverage on Avery Dennison Corporation with Hold Rating, $30 PT; Topeka Capital Markets Initiates Coverage on Avery Dennison at Hold, Announces PT of $30",1
GGP,2011-03-29,"General Growth Properties Lagging Peers (GGP, SPG, VNO); J.P. Morgan Updates Model For General Growth Properties",1
AT,2016-07-11,Mid-Afternoon Market Update: Crude Oil Down Over 1%; BioLife Solutions Shares Move Higher; Mid-Day Market Update: Dow Surges Over 100 Points; Sagent Pharmaceuticals Shares Spike Higher,1
CSV,2013-08-08,"Carriage Services, Inc. Sees FY2013 EPS $1.18-1.20 vs $1.22 Est; Carriage Services, Inc. Reports Q2 EPS of $0.25, Inline; Revenue of $54.20M vs $54.34M Est",0
PERY,2017-09-28,Shares Of Perry Ellis Up 2.11%; Co. Earlier Announced Partnership For Shopping Assistant Powered By Amazon's Alexa; Perry Ellis Reports Exclusive Global Licensing Deal For Guy Harvey Apparel,1
AZN,2010-01-29,"I Had A Dream... (TRV, IBM, CMG, APC, AZN); AstraZeneca (AZN) To Cut 8000 Jobs By 2014",1
JCI,2011-03-03,"Finkelstein Thompson LLP Announces Investigation of EnergyConnect Group, Inc. ; EnergyConnect to Be Acquired by Johnson Controls for $0.2253 Per Share   ",2
ADI,2016-02-19,"Apple's Component Makers Given Green Light To Book Production Capacity, Report Says; Cirrus Logic, Analog Devices Begin Booking Production Capacity for Apple's iPhone 7 -DigiTimes",1
RLJ,2017-02-22,"RLJ Sees FY17 Adj. Consolidated Hotel EBITDA $380M-$400M, RevPAR Down 1% to Up 1%; RLJ Lodging Trust Reports Q4 EPS $0.61 vs $0.59 in Same Qtr. Last Year, Sales $271.45M vs $268.5M Est.",1
JWN,2016-04-22,The Market In 5 Minutes: Sometimes It Snows In April; Benzinga's Top Downgrades; Evercore ISI Group Downgrades Nordstrom to Sell,1
EFX,2011-04-29,"CORRECTION: JP Morgan Gives Color On Equifax Following Earnings Release, Conference Call; JP Morgan Gives Color On Equifax Following Earnings Release, Conference Call",1
TEO,2012-03-26,"UPDATE: Morgan Stanley Downgrades Telecom Argentina to Equal-Weight; Benzinga's Top Downgrades; Morgan Stanley Downgrades Telecom Argentina from Overweight to Equal-weight, Lowers PT from $24 to $20",0
NKTR,2013-09-10,UPDATE: FDA Will Be Holding an Official Briefing at 12:45PM EDT to Discuss an Undisclosed Topic; FDA Traders Considering Admin. Updates Labels on Long-Acting Painkillers,2
JRVR,2015-11-23,Benzinga's Top Upgrades; BMO Capital Upgrades James River Group Hldgs to Outperform,1
RGS,2010-08-27,Regis Misses Zacks Estimates - Analyst Blog; Wedbush maintains Neutral rating for Regis Corp (RGS),1
STLD,2017-09-12,"5 Biggest Price Target Changes For Tuesday; Benzinga's Top Upgrades, Downgrades For September 12, 2017; The Market In 5 Minutes; Morgan Stanley Downgrades Steel Dynamics to Equal-Weight, Lowers Price Target to $33.00",1
DPW,2014-09-16,Morning Market Movers ; Digital Power Wins 2 Contracts ,1
MBUU,2014-07-07,US Stock Futures Down In Pre-Market Trade; Malibu Boats Announces 4M Share Offering ,0
BPL,2011-11-04,Buckeye Partners Reports Q3 EPS $0.64 May Not Compare vs $0.84 Est; Revenues $1.12B vs $1.08B Est			; Buckeye Partners Increases Quarterly Cash Distribution by 5.1% to $1.025 ,1
TM,2013-07-19,Hagens Berman: Judge Grants Approval of $1.6 Billion Toyota SUA Settlement ; Toyota Wins Final Approval of $1.6 Billion Settlement in U.S.; Settlement of Sudden-Acceleration Class-Action Approved,1
NRG,2014-02-28,"NRG Energy Reported Q4 Loss of $0.90/Share; NRG Energy Increases Annual Dividend from $0.48 to $0.56 ; Earnings Scheduled For February 28, 2014",1
DG,2013-05-31,"Weekly Preview: Non-Farm Payrolls, Global PMIs In Focus; UPDATE: Deutsche Bank Raises PT on Dollar General Ahead of Tuesday Results; Deutsche Bank Maintains Buy on Dollar General Corporation, Raises PT to $57.00; UPDATE: Bank of America Reiterates Buy Rating on Dollar General on Long Term Positives; Nomura Maintains Buy on Dollar General Corporation, Raises PT to $58.00",0
NKTR,2012-07-24,"Option Alert: Nektar Therapeutics November 11 Call; Block Trade: 2,465 Contracts @$0.60; Currently $9.14; Nektar Announces Start of Enrollment in Phase 2 Study of NKTR-181",0
ETN,2017-08-01,"Eaton Q2 EPS $1.15 vs $1.16 Est., Sales $5.1B vs $5.1B Est.; Earnings Scheduled For August 1, 2017",0
CJJD,2012-09-06,"A Peek Into The Market Before The Trading Starts; China Jo-Jo Drugstores, Inc. Receives Delisting Notice from NASDAQ ",1
HBAN,2012-07-19,"UPDATE: Huntington Posts Upbeat Q2 profit, Declares Dividend; Huntington Bancshares Reports Q2 EPS $0.17 vs $0.16 Est",0
HMNY,2017-06-05,"12 Biggest Mid-Day Gainers For Monday; Helios and Matheson, RedZone Report RedZone Has Purchased All Assets of Trendit, No Terms Disclosed; 25 Stocks Moving In Monday's Pre-Market Session; Helios and Matheson Analytics Announces RedZone has Acquired All the Assets of Trendit Including Three Technology Patents; Terms Not Disclosed",0
HBAN,2013-10-08,"Fitch Takes Rating Actions on Large Regional Bank Group Following Peer Review; Fitch Upgrades Huntington Bancshares Ratings from BBB+ to A-; Outlook Lowered from Positive to Stable; UPDATE: ISI Group Initiates Coverage on Huntington Bancshares on Limited Expenses, Credit Leverage",0
HBAN,2012-06-20,"Benzinga's Initiation Summary for June 20, 2012; UPDATE: JP Morgan Initiates Huntington Bancshares with Neutral, $7 PT; Discount Valuation Justified  ; JP Morgan Initiates Huntington Bancshares at Neutral, $7 PT",1
IVZ,2011-08-16,UPDATE: Wilbur Ross Predicts Ireland Will be the First to Recover in Europe; Wilbur Ross on CNBC Says Ireland Does Not Need Structural Reform,1
GGP,2010-11-29,General Growth Down Sharply (GGP); Update: Deutsche Bank Initiates Coverage on General Growth Props. (GGP); Goldman Sachs Reinstates Buy Rating On General Growth Properties; Deutsche Bank Initiates Coverage on General Growth Props. (GGP); Deutsche Bank Initiates General Growth Properties At Buy (GGP),0
JWN,2016-05-16,13F From George Soros Shows New Stake In Nordstrom; Northcoast Research Upgrades Nordstrom to Neutral,0
DKS,2015-07-08,"Benzinga's Top Upgrades; Imperial Capital Upgrades Dicks To Buy, Predicts ~20% Upside; Imperial's Sievert on Dick's Upgrade: 'Improved Hunting and Golf Trends Provide Added Visibility to 2H15 EPS Acceleration'; Imperial Capital Upgrades Dick's Sporting Goods to Outperform, Maintains $62.00 PT",1
HALO,2017-06-15,Benzinga's Option Alert Recap From June 15; Option Alert: Halozyme Jul 15.0 Calls Sweep: 1000 @  ASK  $0.15: 1054 traded vs 320 OI:  Earnings 8/8 After Close (est)  $12.88 Ref,1
PCH,2011-12-05,Potlatch Reduces Dividend By 39%; Potlatch Reduces Annual Dividend to $1.24 Per Year  ,0
AVA,2017-11-01,Avista Cuts FY17 EPS Outlook From $1.80-$2 To $1.75-$1.90 vs $1.95 Est.; Avista Reports Q3 EPS $0.07 vs $0.19 In Same Qtr. Last Year,1
IVZ,2011-01-28,Franklin Runs Ahead of Estimates - Analyst Blog; Franklin Runs Ahead of Estimates - Analyst Blog,0
AZN,2012-10-26,UPDATE: Pareto Securities Downgrades AstraZeneca to Sell; UPDATE: Swedbank Downgrades AstraZeneca to Reduce on Valuation  ; Swedbank Downgrades AstraZeneca from Neutral to Reduce; Pareto Securities Downgrades AstraZeneca from Hold to Sell,1
MKC,2011-07-01,Credit Suisse Updates 7/1; UPDATE: Jefferies Raises PT on McCormick & Co. to $57; Jefferies Raises PT on McCormick & Company To $57,1
RGS,2010-12-07,Ulta Surpasses Zacks Estimate - Analyst Blog; Ulta Surpasses Zacks Estimate - Analyst Blog,1
NRG,2012-07-17,"NRG Energy, Inc. Sells Its Ownership Interest in German Plant Schkopau   ; Goldman Sachs Assumes Coverage on NRG Energy at Neutral, Announces PT of $19",1
KEY,2016-11-29,Benzinga's Top Downgrades; Keefe Bruyette & Woods Downgrades KeyCorp to Market Perform,1
STRA,2011-01-18,"Has For-Profit Education Seen Its Bottom? (STRA, APOL, COCO); Two Stocks with Bullish Insider Buying; Strayer Education, Inc. - Bear of the Day; Strayer Education, Inc. - Bear of the Day",1
GGP,2010-12-08,General Growth At Lows Of Session ; Yields Blowing Out: How To Play It,0
RUBI,2014-11-19,Rubicon Project Reports Apple Has Tapped Co. to Help Power iAd's Adoption of Automated Advertising; Rubicon Project Shares Rise 5% on Tuesday PR 'Apple Taps Rubicon Project to Help Power iAd's Adoption of Automated Advertising',2
TM,2011-01-26,"Toyota Recalls for Fuel Leaks - Analyst Blog; Toyota Motor Dips On Recall News; Bears Taking Toyota Motor For a Drive (TM); Yahoo Revenue Hurting Prices - Analyst Blog; Another Day, Another Recall (TM)",1
WNS,2012-01-20,"A Peek Into The Market Before The Trading Starts; WNS Collaborates with coAction.com for End-to-End, Order-to-Cash Solutions; Strengthens SAAS Based Financial Service Capability   ",1
OMED,2014-02-18,OncoMed Pharma Begis Second Phase 1b Trial for OMP-54F28 with Sorafenib in Hepatocellular Cancer; UPDATE: OncoMed Pharmaceuticals Initiates Second Phase 1b Clinical Trial for OMP-54F28 (Fzd8-Fc) With Sorafenib (Nexavar(R)) in Hepatocellular Cancer,1
CCIH,2015-05-18,"ChinaCache Reports Adj. ADS Of $0.06, Rev. $58.7M vs. Est. $63.36M; ADS Est. Not Available; Earnings Scheduled For May 18, 2015",1
TOL,2016-09-22,"Homebuilding Stocks In Focus Following Lennar-WCI Deal; Watch Other Homebuilder Stocks Amid Lennar, WCI Deal: KB Home, Pulte, Toll, LGI, MDC, Taylor Morrison, AV Homes",1
SPB,2017-01-26,"Spectrum Brands Sees FY17 Sales Growing Above Category Rates; Spectrum Reports Q1 Adj. EPS $1.21 vs $1.16 Est., Sales $1.21B vs $1.23B Est.",2
BPI,2011-06-02,Bridgepoint Education Gives Back Most Of The Gains; For Profit Education Stocks Soaring,0
NAV,2017-06-05,"12 Biggest Mid-Day Gainers For Monday; Very Different Expectations For HD Supply And Navistar Earnings; Benzinga's Top Upgrades, Downgrades For June 5, 2017; Baird Upgrades Navistar International to Outperform; Watch These 5 Huge Put Purchases In Monday Trade",2
COF,2017-10-25,"Benzinga's Top Upgrades, Downgrades For October 25, 2017; Wedbush Upgrades Capital One Financial to Neutral; 12 Stocks To Watch For October 25, 2017",1
MBUU,2016-09-20,"Watching Watersports Stocks as Traders Passing Around Positive Industry Data for the Boat Sector; Hearing Positive Boat Industry Data Out For August; Up 12.5% YoY, With Outperformance Coming From Brunswick And For Ski Boat Category",0
JWN,2010-11-18,6 Department Store Stocks: Behind the Numbers; Nordstrom Quarterly Dividend $.20,1
IVZ,2010-10-12,"Wells Fargo Raises Valuation Range and Adjusted Cash EPS for Invesco; Jefferies Raises Price Target on Invesco Ltd. (IVZ); Trading and Banking Trends Mixed in October, Deutsche Bank Reports; U.S. Asset Managers Are Still Attractive, Says J.P. Morgan; Invesco September AUM In-Line With Expectations",1
PCH,2014-10-21,"Vertical Research Downgrades Potlatch Corporation to Hold, Raises PT to $44.00; DA Davidson Maintains Neutral on Potlatch Corporation, Raises PT to $46.00",1
FOX,2014-07-25,"Twenty-First Century Fox Says Renewed Authorization for Share Repurchase Program Will be Executed Regardless of Potential Acquisitions, Investment -Reuters; 21st Century Fox to Combine European Satellite TV Holdings",1
GD,2010-12-15,Alliant Wins Air Force Contract - Analyst Blog; Alliant Wins Air Force Contract - Analyst Blog,1
PRGS,2016-01-14,"Benzinga's M&A Chatter for Thursday January 14, 2016; Progress Software Spikes After Reuters Reports Company Exploring A Sale; Progress Shares Spike Over $27, Gain Over $2 In Seconds; Hearing Progress Software is Exploring Sale",2
ADI,2013-01-14,"UPDATE: Credit Suisse Upgrades Analog Devices to Outperform, Raises PT; Credit Suisse Upgrades Analog Devices, Inc. to Outperform, Raises PT to $48.00",1
NRG,2015-01-22,NRG Home Solar Announces Strategic Partnership with Upromise by Sallie Mae; NRG Home Solar Launches Strategic Partnership With Upromise by Sallie Mae,0
SNY,2017-05-01,"Sanofi Genzyme Reports Approval Of Cerdelga By Health Canada; Wall Street's M&A Chatter From April 28-30: Walgreens-Rite Aid, Anthem-Cigna, Fox-Tribune Media, Sarepta",1
FENG,2011-06-24,Stocks to Watch for 6/24/11: Fresh 52 Week Highs and Lows; TRADE ALERT: Technical Trade Setups for Friday 6/24/11,0
COF,2014-10-16,"Capital One Financial Corp Misses Q3 Views On Flat Results; Capital One Financial Corporation Reports Q3 EPS of $1.94, Inline; Earnings Scheduled For October 16, 2014 ",1
AZN,2015-09-01,"US Stock Futures Tumble Ahead Of Economic Data; Valeant, AstraZeneca to Partner on Brodalumab; Valeant to Make Upfront Payment to AstraZeneca of $100M; Up to $345M in Milestone Payments",1
MTOR,2014-07-31,"Meritor, Inc. Raises FY2014 EPS Guidance from $0.50-0.60 to $0.65-0.75 vs $0.61 Est, Reaffirms Sales Outlook; Meritor, Inc. Reports Q3 EPS of $0.28 vs $0.14 Est; Revenue of $986.0M vs $972.72M Est",0
OMED,2014-06-13,Oncomed Announces Vantictumab Placed on Partial Clinical Hold Following Voluntary Halt by Co.; Mid-Afternoon Market Update: Markets Reverse Early Loses; Oil Continues To Rise On Overseas Worry; Mid-Morning Market Update: Markets Mostly Flat; Priceline To Acquire OpenTable For $103/Share; Morning Market Losers ; OncoMed Voluntarily Stops Enrollment For Phase 1 Vantictumab,2
