stock,year,label
DM,2017,1
WDR,2014,0
WDR,2015,0
WDR,2016,0
WDR,2017,1
XPO,2014,2
XPO,2015,0
XPO,2016,2
XPO,2017,2
GEF,2014,1
GEF,2015,0
GEF,2016,2
GEF,2017,1
ICPT,2014,2
ICPT,2015,1
ICPT,2016,0
ICPT,2017,0
CTXS,2014,1
CTXS,2015,2
CTXS,2016,2
CTXS,2017,2
NVEC,2014,2
NVEC,2015,0
NVEC,2016,2
NVEC,2017,2
KIRK,2014,1
KIRK,2015,0
KIRK,2016,2
KIRK,2017,0
AFH,2014,2
AFH,2015,2
AFH,2016,1
AFH,2017,1
ECC,2014,1
ECC,2015,1
ECC,2016,2
ECC,2017,2
UTHR,2014,2
UTHR,2015,2
UTHR,2016,1
UTHR,2017,0
FWP,2014,2
FWP,2015,1
FWP,2016,0
FWP,2017,2
TM,2014,1
TM,2015,1
TM,2016,1
TM,2017,1
DOX,2014,2
DOX,2015,2
DOX,2016,1
DOX,2017,1
GIFI,2014,0
GIFI,2015,0
GIFI,2016,2
GIFI,2017,1
STRM,2014,0
STRM,2015,0
STRM,2016,0
STRM,2017,2
OMN,2014,0
OMN,2015,0
OMN,2016,2
OMN,2017,1
MICT,2014,0
MICT,2015,0
MICT,2016,0
MICT,2017,0
VRML,2014,0
VRML,2015,1
VRML,2016,0
VRML,2017,2
HNI,2014,2
HNI,2015,0
HNI,2016,2
HNI,2017,0
FCN,2014,1
FCN,2015,1
FCN,2016,2
FCN,2017,1
PH,2014,1
PH,2015,0
PH,2016,2
PH,2017,2
AMBR,2014,0
AMBR,2015,0
AMBR,2016,2
AMBR,2017,0
SYX,2014,2
SYX,2015,0
SYX,2016,1
SYX,2017,2
AJG,2014,1
AJG,2015,1
AJG,2016,2
AJG,2017,2
LTRPA,2014,0
LTRPA,2015,2
LTRPA,2016,0
LTRPA,2017,0
HA,2014,2
HA,2015,2
HA,2016,2
HA,2017,0
WOR,2014,0
WOR,2015,1
WOR,2016,2
WOR,2017,0
CCC,2014,1
CCC,2015,0
CCC,2016,1
CCC,2017,2
LEE,2014,1
LEE,2015,0
LEE,2016,2
LEE,2017,0
EML,2014,1
EML,2015,1
EML,2016,2
EML,2017,2
BRKS,2014,2
BRKS,2015,0
BRKS,2016,2
BRKS,2017,2
LTM,2014,0
LTM,2015,0
LTM,2016,2
LTM,2017,2
NVFY,2014,0
NVFY,2015,0
NVFY,2016,2
NVFY,2017,1
PTC,2014,1
PTC,2015,1
PTC,2016,2
PTC,2017,2
CNBKA,2014,2
CNBKA,2015,1
CNBKA,2016,2
CNBKA,2017,2
CCCL,2014,0
CCCL,2015,2
CCCL,2016,0
CCCL,2017,0
NTES,2014,2
NTES,2015,2
NTES,2016,2
NTES,2017,2
UMPQ,2014,1
UMPQ,2015,1
UMPQ,2016,2
UMPQ,2017,1
GWGH,2014,0
GWGH,2015,0
GWGH,2016,2
GWGH,2017,2
RDWR,2014,2
RDWR,2015,0
RDWR,2016,1
RDWR,2017,2
BAS,2014,0
BAS,2015,0
BAS,2016,0
BAS,2017,0
OIS,2014,0
OIS,2015,0
OIS,2016,2
OIS,2017,0
C,2014,1
C,2015,1
C,2016,2
C,2017,2
EC,2014,0
EC,2015,0
EC,2016,2
EC,2017,2
HRC,2014,2
HRC,2015,1
HRC,2016,2
HRC,2017,2
LNT,2014,2
LNT,2015,1
LNT,2016,2
LNT,2017,2
CPN,2014,2
CPN,2015,0
CPN,2016,0
CPN,2017,2
SYNA,2014,2
SYNA,2015,2
SYNA,2016,0
SYNA,2017,0
NICK,2014,1
NICK,2015,0
NICK,2016,1
NICK,2017,0
ULTA,2014,2
ULTA,2015,2
ULTA,2016,2
ULTA,2017,0
SEMG,2014,1
SEMG,2015,0
SEMG,2016,2
SEMG,2017,0
HBI,2014,2
HBI,2015,1
HBI,2016,0
HBI,2017,0
NOK,2014,1
NOK,2015,0
NOK,2016,0
NOK,2017,1
NPO,2014,2
NPO,2015,0
NPO,2016,2
NPO,2017,2
CSLT,2014,0
CSLT,2015,0
CSLT,2016,2
CSLT,2017,0
FCCO,2014,2
FCCO,2015,2
FCCO,2016,2
FCCO,2017,2
HXL,2014,1
HXL,2015,2
HXL,2016,2
HXL,2017,2
NOV,2014,1
NOV,2015,0
NOV,2016,2
NOV,2017,0
VNOM,2014,0
VNOM,2015,0
VNOM,2016,2
VNOM,2017,2
HEP,2014,1
HEP,2015,1
HEP,2016,2
HEP,2017,1
HNNA,2014,2
HNNA,2015,2
HNNA,2016,1
HNNA,2017,0
BBD,2014,2
BBD,2015,0
BBD,2016,2
BBD,2017,2
Y,2014,2
Y,2015,1
Y,2016,2
Y,2017,1
CRM,2014,1
CRM,2015,2
CRM,2016,0
CRM,2017,2
HCCI,2014,0
HCCI,2015,0
HCCI,2016,2
HCCI,2017,2
ECPG,2014,0
ECPG,2015,0
ECPG,2016,1
ECPG,2017,2
KMB,2014,2
KMB,2015,2
KMB,2016,1
KMB,2017,1
ATHX,2014,0
ATHX,2015,0
ATHX,2016,2
ATHX,2017,2
TYL,2014,1
TYL,2015,2
TYL,2016,0
TYL,2017,2
VC,2014,2
VC,2015,1
VC,2016,2
VC,2017,2
BOKF,2014,1
BOKF,2015,1
BOKF,2016,2
BOKF,2017,1
ASC,2014,0
ASC,2015,2
ASC,2016,0
ASC,2017,2
AMC,2014,2
AMC,2015,1
AMC,2016,2
AMC,2017,0
NVGS,2014,0
NVGS,2015,0
NVGS,2016,0
NVGS,2017,1
MC,2014,2
MC,2015,0
MC,2016,2
MC,2017,2
PPHM,2014,1
PPHM,2015,0
PPHM,2016,0
PPHM,2017,2
TESO,2014,0
TESO,2015,0
TESO,2016,2
TESO,2017,0
CLR,2014,0
CLR,2015,0
CLR,2016,2
CLR,2017,0
LAMR,2014,1
LAMR,2015,2
LAMR,2016,2
LAMR,2017,2
HASI,2014,2
HASI,2015,2
HASI,2016,1
HASI,2017,2
JWN,2014,2
JWN,2015,0
JWN,2016,1
JWN,2017,0
PANL,2014,0
PANL,2015,0
PANL,2016,2
PANL,2017,2
NAII,2014,1
NAII,2015,2
NAII,2016,1
NAII,2017,1
SEB,2014,2
SEB,2015,0
SEB,2016,2
SEB,2017,1
OGE,2014,1
OGE,2015,0
OGE,2016,2
OGE,2017,1
MGNX,2014,2
MGNX,2015,0
MGNX,2016,0
MGNX,2017,1
OMI,2014,1
OMI,2015,1
OMI,2016,1
OMI,2017,0
WCG,2014,2
WCG,2015,1
WCG,2016,2
WCG,2017,2
WAFD,2014,1
WAFD,2015,2
WAFD,2016,2
WAFD,2017,1
TRUE,2014,2
TRUE,2015,0
TRUE,2016,2
TRUE,2017,0
HEB,2014,1
HEB,2015,0
HEB,2016,0
HEB,2017,0
DLX,2014,2
DLX,2015,0
DLX,2016,2
DLX,2017,1
PHX,2014,2
PHX,2015,0
PHX,2016,2
PHX,2017,1
PLPC,2014,0
PLPC,2015,0
PLPC,2016,2
PLPC,2017,2
EGY,2014,0
EGY,2015,0
EGY,2016,0
EGY,2017,0
TEF,2014,1
TEF,2015,0
TEF,2016,1
TEF,2017,1
EQIX,2014,2
EQIX,2015,2
EQIX,2016,2
EQIX,2017,2
HL,2014,0
HL,2015,0
HL,2016,2
HL,2017,0
NRK,2014,2
NRK,2015,1
NRK,2016,1
NRK,2017,1
CVCO,2014,2
CVCO,2015,1
CVCO,2016,2
CVCO,2017,2
ASTE,2014,1
ASTE,2015,1
ASTE,2016,2
ASTE,2017,0
BPFH,2014,2
BPFH,2015,0
BPFH,2016,2
BPFH,2017,1
DIOD,2014,2
DIOD,2015,0
DIOD,2016,2
DIOD,2017,2
LXP,2014,2
LXP,2015,0
LXP,2016,2
LXP,2017,1
ASB,2014,1
ASB,2015,1
ASB,2016,2
ASB,2017,1
CASI,2014,0
CASI,2015,0
CASI,2016,2
CASI,2017,2
COP,2014,1
COP,2015,0
COP,2016,1
COP,2017,1
WST,2014,2
WST,2015,2
WST,2016,2
WST,2017,2
HLS,2014,2
HLS,2015,1
HLS,2016,2
HLS,2017,2
CWT,2014,2
CWT,2015,1
CWT,2016,2
CWT,2017,2
BBG,2014,0
BBG,2015,0
BBG,2016,2
BBG,2017,1
WSCI,2014,1
WSCI,2015,0
WSCI,2016,0
WSCI,2017,1
STO,2014,0
STO,2015,0
STO,2016,2
STO,2017,2
ABBV,2014,2
ABBV,2015,1
ABBV,2016,2
ABBV,2017,2
CLNT,2014,0
CLNT,2015,0
CLNT,2016,0
CLNT,2017,2
RMP,2014,1
RMP,2015,0
RMP,2016,2
RMP,2017,0
CPRX,2014,2
CPRX,2015,0
CPRX,2016,0
CPRX,2017,2
TAYD,2014,2
TAYD,2015,2
TAYD,2016,1
TAYD,2017,0
MRC,2014,0
MRC,2015,0
MRC,2016,2
MRC,2017,0
PBF,2014,0
PBF,2015,2
PBF,2016,0
PBF,2017,2
CS,2014,0
CS,2015,1
CS,2016,0
CS,2017,2
QADA,2014,2
QADA,2015,1
QADA,2016,2
QADA,2017,2
SRI,2014,1
SRI,2015,2
SRI,2016,2
SRI,2017,2
NHC,2014,2
NHC,2015,1
NHC,2016,2
NHC,2017,0
ORAN,2014,2
ORAN,2015,1
ORAN,2016,1
ORAN,2017,2
OPHT,2014,2
OPHT,2015,2
OPHT,2016,0
OPHT,2017,0
MSA,2014,1
MSA,2015,0
MSA,2016,2
MSA,2017,2
PW,2014,1
PW,2015,0
PW,2016,2
PW,2017,0
BECN,2014,0
BECN,2015,2
BECN,2016,2
BECN,2017,2
SC,2014,0
SC,2015,0
SC,2016,0
SC,2017,2
BKE,2014,1
BKE,2015,0
BKE,2016,0
BKE,2017,0
SP,2014,1
SP,2015,1
SP,2016,2
SP,2017,2
EA,2014,2
EA,2015,2
EA,2016,2
EA,2017,2
PRIM,2014,0
PRIM,2015,1
PRIM,2016,1
PRIM,2017,2
ENLC,2014,1
ENLC,2015,0
ENLC,2016,2
ENLC,2017,0
QTS,2014,2
QTS,2015,2
QTS,2016,2
QTS,2017,2
TCCO,2014,0
TCCO,2015,0
TCCO,2016,0
TCCO,2017,2
DPW,2014,2
DPW,2015,0
DPW,2016,2
DPW,2017,0
AMTX,2014,2
AMTX,2015,0
AMTX,2016,0
AMTX,2017,0
OPOF,2014,2
OPOF,2015,2
OPOF,2016,2
OPOF,2017,2
SYPR,2014,1
SYPR,2015,0
SYPR,2016,0
SYPR,2017,2
DGICB,2014,1
DGICB,2015,0
DGICB,2016,1
DGICB,2017,1
DHX,2014,2
DHX,2015,1
DHX,2016,0
DHX,2017,0
EGLT,2014,0
EGLT,2015,2
EGLT,2016,0
EGLT,2017,0
INFI,2014,2
INFI,2015,0
INFI,2016,0
INFI,2017,2
MRLN,2014,0
MRLN,2015,1
MRLN,2016,2
MRLN,2017,2
CRWS,2014,1
CRWS,2015,2
CRWS,2016,1
CRWS,2017,0
WRN,2014,0
WRN,2015,0
WRN,2016,2
WRN,2017,0
HTM,2014,2
HTM,2015,2
HTM,2016,1
HTM,2017,1
DLR,2014,2
DLR,2015,2
DLR,2016,2
DLR,2017,2
SPEX,2014,0
SPEX,2015,0
SPEX,2016,0
SPEX,2017,2
PGEM,2014,0
PGEM,2015,1
PGEM,2016,2
PGEM,2017,1
DNOW,2014,0
DNOW,2015,0
DNOW,2016,2
DNOW,2017,0
INCR,2014,2
INCR,2015,2
INCR,2016,2
INCR,2017,0
UCFC,2014,2
UCFC,2015,1
UCFC,2016,2
UCFC,2017,1
DDS,2014,2
DDS,2015,0
DDS,2016,1
DDS,2017,1
WLB,2014,2
WLB,2015,0
WLB,2016,2
WLB,2017,0
ROKA,2014,0
ROKA,2015,0
ROKA,2016,0
ROKA,2017,0
LQ,2014,2
LQ,2015,0
LQ,2016,1
LQ,2017,2
TIME,2014,1
TIME,2015,0
TIME,2016,2
TIME,2017,0
PRSC,2014,2
PRSC,2015,2
PRSC,2016,0
PRSC,2017,2
UIS,2014,0
UIS,2015,0
UIS,2016,2
UIS,2017,0
ESSA,2014,1
ESSA,2015,2
ESSA,2016,2
ESSA,2017,1
CIZN,2014,1
CIZN,2015,2
CIZN,2016,2
CIZN,2017,1
FRC,2014,1
FRC,2015,2
FRC,2016,2
FRC,2017,1
EWUS,2014,1
EWUS,2015,1
EWUS,2016,0
EWUS,2017,2
FNFV,2014,1
FNFV,2015,1
FNFV,2016,2
FNFV,2017,2
RLH,2014,1
RLH,2015,2
RLH,2016,2
RLH,2017,1
NRCIA,2014,0
NRCIA,2015,2
NRCIA,2016,2
NRCIA,2017,2
WNS,2014,1
WNS,2015,2
WNS,2016,1
WNS,2017,2
KORS,2014,1
KORS,2015,0
KORS,2016,1
KORS,2017,2
FINL,2014,0
FINL,2015,0
FINL,2016,1
FINL,2017,0
EME,2014,1
EME,2015,2
EME,2016,2
EME,2017,2
SANW,2014,0
SANW,2015,2
SANW,2016,2
SANW,2017,0
URG,2014,0
URG,2015,0
URG,2016,0
URG,2017,2
COBZ,2014,1
COBZ,2015,1
COBZ,2016,2
COBZ,2017,2
YUM,2014,1
YUM,2015,1
YUM,2016,2
YUM,2017,2
GTT,2014,2
GTT,2015,2
GTT,2016,2
GTT,2017,2
FIBK,2014,1
FIBK,2015,1
FIBK,2016,2
FIBK,2017,0
SFBC,2014,2
SFBC,2015,2
SFBC,2016,2
SFBC,2017,2
ALE,2014,2
ALE,2015,1
ALE,2016,2
ALE,2017,2
SIEN,2014,1
SIEN,2015,0
SIEN,2016,2
SIEN,2017,2
PBI,2014,1
PBI,2015,0
PBI,2016,0
PBI,2017,0
CDR,2014,2
CDR,2015,1
CDR,2016,1
CDR,2017,1
CGI,2014,2
CGI,2015,0
CGI,2016,0
CGI,2017,0
PKBK,2014,2
PKBK,2015,1
PKBK,2016,2
PKBK,2017,2
UFI,2014,1
UFI,2015,1
UFI,2016,2
UFI,2017,1
MGLN,2014,1
MGLN,2015,1
MGLN,2016,2
MGLN,2017,1
G,2014,1
G,2015,2
G,2016,1
G,2017,2
ALCO,2014,2
ALCO,2015,0
ALCO,2016,0
ALCO,2017,2
TWN,2014,1
TWN,2015,1
TWN,2016,2
TWN,2017,2
AMZA,2014,1
AMZA,2015,0
AMZA,2016,2
AMZA,2017,0
NICE,2014,2
NICE,2015,2
NICE,2016,2
NICE,2017,2
FGEN,2014,2
FGEN,2015,2
FGEN,2016,0
FGEN,2017,2
TTGT,2014,2
TTGT,2015,0
TTGT,2016,1
TTGT,2017,2
MXC,2014,0
MXC,2015,0
MXC,2016,2
MXC,2017,0
BGCA,2014,2
BGCA,2015,1
BGCA,2016,1
BGCA,2017,1
CIO,2014,1
CIO,2015,1
CIO,2016,2
CIO,2017,1
DOV,2014,1
DOV,2015,0
DOV,2016,2
DOV,2017,2
AEIS,2014,1
AEIS,2015,2
AEIS,2016,2
AEIS,2017,2
SBAC,2014,2
SBAC,2015,1
SBAC,2016,1
SBAC,2017,2
CBT,2014,0
CBT,2015,1
CBT,2016,2
CBT,2017,2
SWZ,2014,1
SWZ,2015,1
SWZ,2016,1
SWZ,2017,2
TSC,2014,0
TSC,2015,2
TSC,2016,2
TSC,2017,1
RDCM,2014,2
RDCM,2015,2
RDCM,2016,2
RDCM,2017,1
TECH,2014,1
TECH,2015,1
TECH,2016,2
TECH,2017,2
SHG,2014,1
SHG,2015,0
SHG,2016,2
SHG,2017,2
MIE,2014,2
MIE,2015,0
MIE,2016,2
MIE,2017,1
VRTS,2014,0
VRTS,2015,0
VRTS,2016,1
VRTS,2017,1
PAAS,2014,0
PAAS,2015,0
PAAS,2016,2
PAAS,2017,1
LH,2014,2
LH,2015,2
LH,2016,1
LH,2017,2
AMOT,2014,2
AMOT,2015,2
AMOT,2016,0
AMOT,2017,2
SHPG,2014,2
SHPG,2015,1
SHPG,2016,0
SHPG,2017,0
ASTC,2014,1
ASTC,2015,0
ASTC,2016,1
ASTC,2017,0
PCTY,2014,1
PCTY,2015,2
PCTY,2016,0
PCTY,2017,2
BANF,2014,2
BANF,2015,1
BANF,2016,2
BANF,2017,2
FRD,2014,0
FRD,2015,0
FRD,2016,2
FRD,2017,0
OMAM,2014,2
OMAM,2015,1
OMAM,2016,1
OMAM,2017,2
ZGNX,2014,0
ZGNX,2015,2
ZGNX,2016,0
ZGNX,2017,2
WAB,2014,2
WAB,2015,0
WAB,2016,2
WAB,2017,1
HIL,2014,1
HIL,2015,1
HIL,2016,2
HIL,2017,2
INTX,2014,0
INTX,2015,0
INTX,2016,2
INTX,2017,0
INTL,2014,2
INTL,2015,2
INTL,2016,2
INTL,2017,1
AVAV,2014,1
AVAV,2015,1
AVAV,2016,1
AVAV,2017,2
EIGI,2014,2
EIGI,2015,0
EIGI,2016,0
EIGI,2017,1
MBUU,2014,1
MBUU,2015,0
MBUU,2016,2
MBUU,2017,2
AXAS,2014,0
AXAS,2015,0
AXAS,2016,2
AXAS,2017,0
POWI,2014,1
POWI,2015,1
POWI,2016,2
POWI,2017,2
NGVC,2014,0
NGVC,2015,0
NGVC,2016,0
NGVC,2017,0
LBAI,2014,1
LBAI,2015,1
LBAI,2016,2
LBAI,2017,1
EQM,2014,2
EQM,2015,0
EQM,2016,1
EQM,2017,1
FOLD,2014,2
FOLD,2015,2
FOLD,2016,0
FOLD,2017,2
BRID,2014,0
BRID,2015,1
BRID,2016,2
BRID,2017,2
RECN,2014,2
RECN,2015,1
RECN,2016,2
RECN,2017,0
EQC,2014,2
EQC,2015,1
EQC,2016,2
EQC,2017,1
AGRX,2014,2
AGRX,2015,2
AGRX,2016,0
AGRX,2017,1
PSA,2014,2
PSA,2015,2
PSA,2016,1
PSA,2017,1
TERP,2014,1
TERP,2015,0
TERP,2016,1
TERP,2017,2
RE,2014,2
RE,2015,2
RE,2016,2
RE,2017,1
TAL,2014,2
TAL,2015,2
TAL,2016,2
TAL,2017,2
PRGS,2014,1
PRGS,2015,0
PRGS,2016,2
PRGS,2017,2
AGNC,2014,2
AGNC,2015,0
AGNC,2016,2
AGNC,2017,2
OPK,2014,2
OPK,2015,1
OPK,2016,1
OPK,2017,0
EBIX,2014,2
EBIX,2015,2
EBIX,2016,2
EBIX,2017,2
ISCA,2014,1
ISCA,2015,1
ISCA,2016,2
ISCA,2017,1
VSEC,2014,2
VSEC,2015,1
VSEC,2016,2
VSEC,2017,2
NKSH,2014,0
NKSH,2015,2
NKSH,2016,2
NKSH,2017,1
TCBK,2014,1
TCBK,2015,2
TCBK,2016,2
TCBK,2017,2
BMA,2014,2
BMA,2015,2
BMA,2016,2
BMA,2017,2
TRT,2014,1
TRT,2015,1
TRT,2016,2
TRT,2017,2
KEM,2014,0
KEM,2015,0
KEM,2016,2
KEM,2017,2
CCU,2014,0
CCU,2015,2
CCU,2016,1
CCU,2017,2
CR,2014,0
CR,2015,0
CR,2016,2
CR,2017,2
BOOT,2014,1
BOOT,2015,0
BOOT,2016,1
BOOT,2017,1
SEIC,2014,2
SEIC,2015,2
SEIC,2016,1
SEIC,2017,2
HQH,2014,2
HQH,2015,1
HQH,2016,0
HQH,2017,2
AMSWA,2014,1
AMSWA,2015,2
AMSWA,2016,1
AMSWA,2017,2
AMX,2014,1
AMX,2015,0
AMX,2016,1
AMX,2017,2
OKSB,2014,1
OKSB,2015,1
OKSB,2016,2
OKSB,2017,1
DATA,2014,2
DATA,2015,1
DATA,2016,0
DATA,2017,2
ENT,2014,1
ENT,2015,0
ENT,2016,0
ENT,2017,0
CRL,2014,2
CRL,2015,2
CRL,2016,1
CRL,2017,2
RAVN,2014,0
RAVN,2015,0
RAVN,2016,2
RAVN,2017,2
RYAAY,2014,2
RYAAY,2015,2
RYAAY,2016,1
RYAAY,2017,2
CNP,2014,1
CNP,2015,0
CNP,2016,2
CNP,2017,2
TDC,2014,1
TDC,2015,0
TDC,2016,1
TDC,2017,2
HURN,2014,2
HURN,2015,0
HURN,2016,0
HURN,2017,0
CVR,2014,1
CVR,2015,0
CVR,2016,2
CVR,2017,0
MLNX,2014,1
MLNX,2015,1
MLNX,2016,1
MLNX,2017,2
KYE,2014,2
KYE,2015,0
KYE,2016,2
KYE,2017,0
MTU,2014,0
MTU,2015,2
MTU,2016,1
MTU,2017,1
FSM,2014,2
FSM,2015,0
FSM,2016,2
FSM,2017,0
RF,2014,1
RF,2015,1
RF,2016,2
RF,2017,1
CNSL,2014,2
CNSL,2015,0
CNSL,2016,2
CNSL,2017,0
MCF,2014,0
MCF,2015,0
MCF,2016,2
MCF,2017,0
USAK,2014,2
USAK,2015,0
USAK,2016,0
USAK,2017,2
NSM,2014,0
NSM,2015,0
NSM,2016,2
NSM,2017,1
ARTX,2014,0
ARTX,2015,1
ARTX,2016,2
ARTX,2017,2
LJPC,2014,2
LJPC,2015,2
LJPC,2016,0
LJPC,2017,2
FOXA,2014,1
FOXA,2015,0
FOXA,2016,1
FOXA,2017,1
GLOP,2014,1
GLOP,2015,0
GLOP,2016,2
GLOP,2017,2
MATR,2014,2
MATR,2015,1
MATR,2016,0
MATR,2017,0
UHS,2014,2
UHS,2015,1
UHS,2016,1
UHS,2017,1
NSPR,2014,0
NSPR,2015,0
NSPR,2016,0
NSPR,2017,0
RRGB,2014,1
RRGB,2015,0
RRGB,2016,1
RRGB,2017,0
PB,2014,1
PB,2015,0
PB,2016,2
PB,2017,0
TAP,2014,2
TAP,2015,2
TAP,2016,1
TAP,2017,0
CPL,2014,1
CPL,2015,0
CPL,2016,2
CPL,2017,1
PRKR,2014,0
PRKR,2015,0
PRKR,2016,0
PRKR,2017,0
TUP,2014,0
TUP,2015,1
TUP,2016,1
TUP,2017,2
ACXM,2014,0
ACXM,2015,1
ACXM,2016,2
ACXM,2017,1
SGMA,2014,0
SGMA,2015,2
SGMA,2016,0
SGMA,2017,2
PNC,2014,2
PNC,2015,1
PNC,2016,2
PNC,2017,2
QVCA,2014,2
QVCA,2015,1
QVCA,2016,0
QVCA,2017,2
ONB,2014,1
ONB,2015,1
ONB,2016,2
ONB,2017,1
FIZZ,2014,2
FIZZ,2015,2
FIZZ,2016,2
FIZZ,2017,2
TSLX,2014,2
TSLX,2015,1
TSLX,2016,2
TSLX,2017,2
DGII,2014,0
DGII,2015,2
DGII,2016,2
DGII,2017,0
BRT,2014,1
BRT,2015,1
BRT,2016,2
BRT,2017,2
BIOC,2014,0
BIOC,2015,0
BIOC,2016,0
BIOC,2017,1
ENTA,2014,2
ENTA,2015,0
ENTA,2016,1
ENTA,2017,2
PRTK,2014,2
PRTK,2015,0
PRTK,2016,0
PRTK,2017,2
RP,2014,1
RP,2015,1
RP,2016,2
RP,2017,2
KFFB,2014,1
KFFB,2015,2
KFFB,2016,1
KFFB,2017,1
ESLT,2014,1
ESLT,2015,2
ESLT,2016,2
ESLT,2017,2
MVIS,2014,2
MVIS,2015,2
MVIS,2016,0
MVIS,2017,2
FDP,2014,2
FDP,2015,2
FDP,2016,2
FDP,2017,0
HTBI,2014,1
HTBI,2015,2
HTBI,2016,2
HTBI,2017,1
TIPT,2014,1
TIPT,2015,0
TIPT,2016,2
TIPT,2017,1
REV,2014,2
REV,2015,0
REV,2016,1
REV,2017,0
CBSH,2014,1
CBSH,2015,1
CBSH,2016,2
CBSH,2017,1
NVS,2014,2
NVS,2015,1
NVS,2016,0
NVS,2017,2
MKL,2014,2
MKL,2015,2
MKL,2016,1
MKL,2017,2
NLS,2014,2
NLS,2015,2
NLS,2016,1
NLS,2017,0
SGC,2014,2
SGC,2015,2
SGC,2016,2
SGC,2017,2
BKCC,2014,1
BKCC,2015,2
BKCC,2016,0
BKCC,2017,1
COWN,2014,2
COWN,2015,0
COWN,2016,1
COWN,2017,1
SNBC,2014,1
SNBC,2015,1
SNBC,2016,2
SNBC,2017,1
MMYT,2014,2
MMYT,2015,0
MMYT,2016,2
MMYT,2017,2
ECYT,2014,0
ECYT,2015,0
ECYT,2016,0
ECYT,2017,2
HMN,2014,1
HMN,2015,1
HMN,2016,2
HMN,2017,1
ARES,2014,1
ARES,2015,0
ARES,2016,2
ARES,2017,1
HCSG,2014,2
HCSG,2015,2
HCSG,2016,2
HCSG,2017,2
ERF,2014,0
ERF,2015,0
ERF,2016,2
ERF,2017,1
TU,2014,1
TU,2015,0
TU,2016,2
TU,2017,2
PCH,2014,1
PCH,2015,0
PCH,2016,2
PCH,2017,2
AST,2014,2
AST,2015,2
AST,2016,2
AST,2017,0
CYH,2014,2
CYH,2015,0
CYH,2016,0
CYH,2017,0
COHR,2014,0
COHR,2015,1
COHR,2016,2
COHR,2017,2
BIOA,2014,1
BIOA,2015,0
BIOA,2016,0
BIOA,2017,0
IIVI,2014,0
IIVI,2015,2
IIVI,2016,2
IIVI,2017,2
FSAM,2014,1
FSAM,2015,0
FSAM,2016,2
FSAM,2017,0
HVT,2014,0
HVT,2015,1
HVT,2016,2
HVT,2017,1
MNI,2014,1
MNI,2015,0
MNI,2016,2
MNI,2017,0
TOL,2014,1
TOL,2015,1
TOL,2016,1
TOL,2017,2
WINA,2014,1
WINA,2015,1
WINA,2016,2
WINA,2017,1
FOSL,2014,1
FOSL,2015,0
FOSL,2016,0
FOSL,2017,0
CAT,2014,1
CAT,2015,0
CAT,2016,2
CAT,2017,2
EIG,2014,0
EIG,2015,2
EIG,2016,2
EIG,2017,2
ENSG,2014,2
ENSG,2015,1
ENSG,2016,1
ENSG,2017,1
FNB,2014,2
FNB,2015,1
FNB,2016,2
FNB,2017,0
UG,2014,0
UG,2015,1
UG,2016,0
UG,2017,2
CUI,2014,2
CUI,2015,1
CUI,2016,1
CUI,2017,0
OMED,2014,0
OMED,2015,1
OMED,2016,0
OMED,2017,0
FBP,2014,1
FBP,2015,0
FBP,2016,2
FBP,2017,0
EEA,2014,1
EEA,2015,1
EEA,2016,1
EEA,2017,2
EAT,2014,2
EAT,2015,0
EAT,2016,1
EAT,2017,0
SIFI,2014,1
SIFI,2015,2
SIFI,2016,2
SIFI,2017,1
FARO,2014,2
FARO,2015,0
FARO,2016,2
FARO,2017,2
WBIH,2014,1
WBIH,2015,1
WBIH,2016,1
WBIH,2017,1
VSI,2014,1
VSI,2015,0
VSI,2016,0
VSI,2017,0
SALM,2014,0
SALM,2015,0
SALM,2016,2
SALM,2017,0
AVD,2014,0
AVD,2015,2
AVD,2016,2
AVD,2017,1
SYY,2014,2
SYY,2015,1
SYY,2016,2
SYY,2017,1
PCOM,2014,0
PCOM,2015,0
PCOM,2016,0
PCOM,2017,2
CHE,2014,2
CHE,2015,2
CHE,2016,2
CHE,2017,2
GPI,2014,2
GPI,2015,0
GPI,2016,1
GPI,2017,1
EBR,2016,1
EBR,2017,0
MTG,2014,2
MTG,2015,1
MTG,2016,2
MTG,2017,2
BCR,2014,2
BCR,2015,2
BCR,2016,2
BCR,2017,2
KS,2014,1
KS,2015,0
KS,2016,1
KS,2017,1
IBM,2014,0
IBM,2015,0
IBM,2016,2
IBM,2017,1
TSQ,2014,2
TSQ,2015,1
TSQ,2016,0
TSQ,2017,0
AIMC,2014,0
AIMC,2015,0
AIMC,2016,2
AIMC,2017,2
MAA,2014,2
MAA,2015,2
MAA,2016,2
MAA,2017,2
CRESY,2014,1
CRESY,2015,2
CRESY,2016,2
CRESY,2017,2
D,2014,2
D,2015,1
D,2016,2
D,2017,1
GG,2014,0
GG,2015,0
GG,2016,2
GG,2017,1
ITRN,2014,1
ITRN,2015,1
ITRN,2016,2
ITRN,2017,2
NMRX,2014,0
NMRX,2015,0
NMRX,2016,2
NMRX,2017,0
HSBC,2014,1
HSBC,2015,0
HSBC,2016,2
HSBC,2017,2
RNR,2014,1
RNR,2015,2
RNR,2016,2
RNR,2017,1
AMH,2014,1
AMH,2015,1
AMH,2016,2
AMH,2017,1
SPCB,2014,2
SPCB,2015,0
SPCB,2016,0
SPCB,2017,2
UNAM,2014,0
UNAM,2015,0
UNAM,2016,1
UNAM,2017,1
